Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
9,Jose Alvarado,PG,24,NOP,61,1310,11.8,.525,.505,.164,2.4,9.8,6.1,19.9,2.5,0.7,13.4,19.8,,0.1,1.7,1.8,.066,,-2.0,0.7,-1.2,0.3,alvarjo01
10,Kyle Anderson,PF,29,MIN,69,1957,14.8,.583,.212,.275,3.8,16.9,10.5,22.6,1.9,2.8,15.7,14.4,,2.5,2.6,5.1,.125,,0.2,2.3,2.5,2.2,anderky01
11,Giannis Antetokounmpo,PF,28,MIL,63,2024,29.0,.605,.134,.604,7.3,30.0,19.1,33.2,1.2,2.1,13.2,38.8,,4.9,3.7,8.6,.204,,5.8,2.7,8.5,5.4,antetgi01
12,Thanasis Antetokounmpo,PF,30,MIL,37,206,6.7,.458,.174,.478,7.9,14.1,11.1,9.3,0.7,1.2,17.7,13.8,,-0.1,0.2,0.1,.022,,-6.5,-1.1,-7.6,-0.3,antetth01
13,Cole Anthony,PG,22,ORL,60,1552,16.0,.570,.338,.279,3.4,17.6,10.5,22.9,1.2,1.9,11.7,21.5,,2.1,1.7,3.7,.116,,0.7,0.5,1.3,1.3,anthoco01
14,OG Anunoby,SF,25,TOR,67,2386,14.6,.586,.415,.189,4.2,12.1,7.9,8.0,2.7,2.0,12.1,19.5,,1.8,2.9,4.7,.094,,-0.3,0.7,0.4,1.5,anunoog01
15,Ryan Arcidiacono,PG,28,TOT,20,172,2.7,.351,.622,.000,0.0,10.0,5.0,16.9,1.4,0.0,15.9,11.1,,-0.2,0.1,-0.2,-0.043,,-7.3,-1.5,-8.8,-0.3,arcidry01
15,Ryan Arcidiacono,PG,28,NYK,11,26,3.1,.300,.600,.000,0.0,17.0,8.4,9.3,3.8,0.0,16.7,9.9,,0.0,0.0,0.0,-0.012,,-8.9,3.8,-5.1,0.0,arcidry01
15,Ryan Arcidiacono,PG,28,POR,9,146,2.6,.359,.625,.000,0.0,8.7,4.3,18.3,1.0,0.0,15.8,11.3,,-0.2,0.0,-0.1,-0.049,,-7.0,-2.4,-9.4,-0.3,arcidry01
16,Deni Avdija,SF,22,WAS,76,2020,11.2,.535,.401,.285,4.2,21.9,13.4,13.9,1.6,1.2,15.9,16.7,,0.0,2.3,2.3,.054,,-2.8,0.5,-2.3,-0.1,avdijde01
17,Deandre Ayton,C,24,PHO,67,2035,19.9,.617,.027,.225,9.2,27.5,18.1,9.2,0.9,2.3,11.0,22.9,,3.3,3.0,6.2,.147,,0.9,0.0,0.9,1.5,aytonde01
18,Udoka Azubuike,C,23,UTA,36,359,16.1,.774,.000,.278,9.5,26.1,17.9,4.3,0.8,3.5,18.2,11.5,,0.6,0.4,1.0,.134,,-1.2,0.5,-0.6,0.1,azubuud01
19,Marvin Bagley III,C,23,DET,42,990,17.2,.587,.173,.283,10.2,20.2,15.1,5.9,0.9,2.7,9.7,20.4,,1.3,0.7,2.0,.095,,0.3,-1.2,-0.9,0.3,baglema01
20,Patrick Baldwin Jr.,SF,20,GSW,31,226,11.3,.546,.771,.055,0.5,18.6,9.7,6.9,1.3,1.6,9.0,22.8,,-0.1,0.3,0.1,.029,,-0.7,-1.4,-2.1,0.0,baldwpa01
21,LaMelo Ball,PG,21,CHO,36,1268,17.9,.541,.531,.169,3.5,16.2,9.7,38.7,1.7,0.8,14.3,30.0,,0.6,1.2,1.8,.068,,3.2,-0.8,2.4,1.4,ballla01
22,Mo Bamba,C,24,TOT,49,769,15.7,.602,.515,.257,8.5,24.2,16.4,8.7,0.8,5.3,10.1,16.6,,1.1,1.1,2.2,.139,,-0.2,0.7,0.5,0.5,bambamo01
22,Mo Bamba,C,24,ORL,40,681,16.3,.613,.505,.238,7.8,22.8,15.3,9.0,0.9,5.4,8.5,16.3,,1.2,0.9,2.1,.150,,0.4,0.9,1.3,0.6,bambamo01
22,Mo Bamba,C,24,LAL,9,88,11.4,.518,.593,.407,13.9,35.3,24.9,6.0,0.5,4.8,20.1,19.1,,-0.1,0.2,0.1,.054,,-5.3,-0.2,-5.5,-0.1,bambamo01
23,Paolo Banchero,PF,20,ORL,72,2430,14.9,.529,.254,.476,3.9,19.3,11.6,17.2,1.2,1.5,12.8,27.5,,-0.3,2.6,2.4,.047,,-0.7,-0.7,-1.5,0.3,banchpa01
24,Desmond Bane,SG,24,MEM,58,1841,19.1,.606,.433,.218,2.5,14.3,8.4,20.8,1.4,1.1,10.9,26.1,,3.5,2.3,5.8,.151,,3.3,0.1,3.5,2.5,banede01
25,Dalano Banton,PG,23,TOR,31,279,14.9,.505,.392,.185,4.2,14.9,9.1,19.3,2.3,4.5,11.4,24.2,,0.0,0.4,0.4,.064,,-1.1,0.6,-0.5,0.1,bantoda01
26,Dominick Barlow,PF,19,SAS,28,408,12.4,.567,.047,.291,11.9,15.6,13.7,7.6,1.2,3.8,13.4,11.3,,0.5,0.2,0.7,.082,,-3.7,-0.9,-4.6,-0.3,barlodo01
27,Harrison Barnes,PF,30,SAC,82,2662,14.1,.632,.446,.522,3.8,11.9,7.9,6.3,1.0,0.3,8.1,17.1,,5.1,1.4,6.5,.118,,0.5,-1.5,-1.0,0.7,barneha02
28,Scottie Barnes,SF,21,TOR,77,2678,15.5,.524,.220,.242,7.1,15.2,10.8,20.0,1.5,2.2,12.0,20.3,,2.3,2.7,5.0,.090,,0.5,-0.1,0.4,1.6,barnesc01
29,RJ Barrett,SG,22,NYK,73,2475,12.9,.531,.332,.333,2.7,13.7,8.2,12.4,0.6,0.6,10.8,26.2,,0.5,1.8,2.2,.043,,-1.2,-1.9,-3.1,-0.7,barrerj01
30,Will Barton,SG,32,TOT,56,993,10.0,.493,.495,.129,1.7,13.5,7.7,15.4,1.4,1.1,11.1,18.9,,-0.4,0.8,0.4,.021,,-2.0,-0.6,-2.6,-0.2,bartowi01
30,Will Barton,SG,32,WAS,40,782,10.0,.504,.484,.158,1.5,13.8,7.9,16.5,1.1,1.1,12.9,19.4,,-0.4,0.6,0.2,.013,,-1.7,-0.9,-2.7,-0.1,bartowi01
30,Will Barton,SG,32,TOR,16,211,9.9,.451,.532,.025,2.5,12.2,7.0,11.0,2.6,1.4,3.6,16.7,,0.0,0.2,0.2,.051,,-2.9,0.5,-2.5,0.0,bartowi01
31,Charles Bassey,C,22,SAS,35,508,18.8,.658,.059,.274,15.5,26.4,20.7,12.9,1.5,5.4,21.3,15.6,,0.7,0.6,1.3,.122,,-0.6,1.3,0.7,0.3,bassech01
32,Keita Bates-Diop,PF,27,SAS,67,1452,14.9,.609,.305,.323,4.7,14.3,9.3,9.8,1.5,1.1,9.5,16.7,,2.1,0.6,2.7,.089,,0.3,-0.9,-0.6,0.5,bateske01
33,Nicolas Batum,PF,34,LAC,78,1709,11.0,.594,.832,.126,4.1,15.4,9.8,9.4,1.5,2.3,11.1,11.5,,1.7,1.9,3.6,.101,,-0.8,1.2,0.5,1.0,batumni01
34,Darius Bazley,C,22,TOT,43,616,13.1,.524,.290,.383,5.8,18.5,12.1,8.3,1.7,5.1,11.2,16.4,,0.1,0.9,1.0,.078,,-2.0,1.0,-1.0,0.2,bazleda01
34,Darius Bazley,C,22,OKC,36,555,12.9,.525,.285,.411,5.5,18.3,11.8,7.6,1.6,4.8,10.5,15.7,,0.1,0.8,0.9,.079,,-1.8,0.8,-1.0,0.1,bazleda01
34,Darius Bazley,C,22,PHO,7,61,15.5,.515,.320,.200,8.9,20.4,14.5,14.5,2.4,7.3,15.5,22.5,,0.0,0.1,0.1,.066,,-3.7,3.3,-0.4,0.0,bazleda01
35,Bradley Beal,SG,29,WAS,50,1673,19.7,.593,.249,.260,2.8,9.9,6.5,26.6,1.3,1.7,12.9,29.2,,2.2,1.2,3.4,.099,,2.9,-1.2,1.8,1.6,bealbr01
36,Malik Beasley,SG,26,TOT,81,2093,10.9,.531,.702,.069,1.8,12.5,7.3,8.4,1.5,0.4,8.5,21.1,,-0.2,1.6,1.4,.032,,-0.9,-1.0,-2.0,0.0,beaslma01
36,Malik Beasley,SG,26,UTA,55,1472,11.5,.535,.704,.066,2.0,12.3,7.2,9.0,1.4,0.5,8.0,21.2,,0.3,1.0,1.2,.040,,-0.4,-1.2,-1.6,0.2,beaslma01
36,Malik Beasley,SG,26,LAL,26,621,9.7,.521,.698,.078,1.4,13.0,7.4,7.0,1.6,0.1,9.8,20.9,,-0.5,0.6,0.2,.012,,-2.3,-0.6,-2.9,-0.1,beaslma01
37,MarJon Beauchamp,SF,22,MIL,52,701,8.2,.513,.584,.152,5.9,11.0,8.5,6.7,1.4,0.8,14.8,18.3,,-0.4,0.8,0.4,.027,,-4.1,-0.6,-4.8,-0.5,beaucma01
38,Dāvis Bertāns,PF,30,DAL,45,492,11.9,.618,.881,.094,2.3,10.3,6.3,6.2,1.1,1.5,5.7,16.2,,0.6,0.3,0.9,.090,,0.0,-1.3,-1.2,0.1,bertada01
39,Patrick Beverley,SG-PG,34,TOT,67,1816,8.9,.534,.664,.181,2.7,12.0,7.5,13.3,1.7,2.0,13.4,10.6,,0.8,2.1,3.0,.079,,-2.9,1.7,-1.2,0.3,beverpa01
39,Patrick Beverley,SG,34,LAL,45,1211,8.3,.548,.656,.207,2.2,9.9,6.2,12.1,1.6,1.7,13.8,10.6,,0.5,1.3,1.8,.071,,-3.2,1.4,-1.8,0.1,beverpa01
39,Patrick Beverley,PG,34,CHI,22,605,10.1,.506,.681,.126,3.8,16.0,10.0,15.7,1.9,2.6,12.5,10.5,,0.3,0.9,1.2,.096,,-2.4,2.2,-0.2,0.3,beverpa01
40,Saddiq Bey,SF,23,TOT,77,2129,14.6,.564,.500,.285,5.0,14.0,9.4,8.1,1.6,0.5,7.0,20.2,,2.6,1.2,3.9,.087,,0.9,-1.2,-0.3,0.9,beysa01
40,Saddiq Bey,SF,23,DET,52,1500,14.3,.552,.483,.345,4.2,13.9,8.9,8.5,1.6,0.7,7.2,21.3,,1.5,0.8,2.3,.074,,0.5,-1.1,-0.7,0.5,beysa01
40,Saddiq Bey,SF,23,ATL,25,629,15.2,.599,.543,.126,6.7,14.3,10.4,7.2,1.5,0.1,6.5,17.4,,1.1,0.5,1.6,.119,,1.7,-1.2,0.5,0.4,beysa01
41,Khem Birch,C,30,TOR,20,162,9.4,.629,.063,.156,5.2,12.8,8.7,5.8,1.5,3.0,19.0,11.1,,0.1,0.2,0.2,.072,,-4.6,1.1,-3.5,-0.1,birchkh01
42,Goga Bitadze,C,23,TOT,38,457,17.1,.582,.208,.336,15.0,18.7,16.8,12.1,1.7,5.3,13.3,15.4,,0.8,0.6,1.3,.141,,-0.8,1.1,0.3,0.3,bitadgo01
42,Goga Bitadze,C,23,IND,21,202,13.9,.551,.269,.462,13.8,13.2,13.5,12.1,2.1,4.3,16.1,15.5,,0.2,0.2,0.4,.087,,-2.3,1.2,-1.1,0.0,bitadgo01
42,Goga Bitadze,C,23,ORL,17,255,19.7,.606,.164,.247,15.9,23.1,19.5,12.2,1.3,6.1,11.0,15.3,,0.6,0.4,1.0,.184,,0.4,1.0,1.3,0.2,bitadgo01
43,Bismack Biyombo,C,30,PHO,61,874,14.4,.555,.000,.340,11.0,22.1,16.5,8.7,1.0,9.0,17.7,14.0,,0.2,1.6,1.9,.102,,-3.4,2.5,-0.9,0.2,biyombi01
44,Buddy Boeheim,SF,23,DET,10,90,0.5,.287,.926,.074,2.4,5.1,3.7,5.8,1.1,0.0,0.0,13.2,,-0.2,0.0,-0.2,-0.091,,-7.5,-2.0,-9.5,-0.2,boehebu01
45,Bogdan Bogdanović,SG,30,ATL,54,1508,14.2,.586,.589,.126,1.6,10.4,6.0,13.4,1.4,1.0,9.2,19.8,,1.8,1.0,2.8,.088,,1.1,-0.7,0.5,0.9,bogdabo01
46,Bojan Bogdanović,PF,33,DET,59,1893,17.4,.627,.400,.344,2.0,11.3,6.5,13.6,0.9,0.4,11.7,25.9,,3.1,0.4,3.5,.090,,2.6,-1.8,0.8,1.4,bogdabo02
47,Bol Bol,PF,23,ORL,70,1505,14.4,.603,.236,.226,5.2,25.3,15.2,6.9,1.0,5.5,17.6,18.2,,0.0,2.2,2.3,.072,,-1.8,0.9,-0.9,0.4,bolbo01
48,Leandro Bolmaro,SF,22,UTA,14,68,-5.0,.150,.200,.000,6.5,4.7,5.6,12.3,2.1,1.2,25.9,16.6,,-0.4,0.0,-0.3,-0.231,,-12.4,-2.3,-14.7,-0.2,bolmale01
49,Devin Booker,SG,26,PHO,53,1835,22.0,.601,.296,.336,2.7,12.0,7.2,27.3,1.4,0.9,10.6,31.8,,4.2,1.9,6.0,.157,,4.5,-0.3,4.2,2.9,bookede01
50,Brandon Boston Jr.,SF,21,LAC,22,248,13.4,.515,.238,.311,3.2,10.3,6.8,12.5,1.8,0.0,8.0,26.5,,0.0,0.2,0.2,.040,,-1.5,-0.7,-2.2,0.0,bostobr01
51,Chris Boucher,PF,30,TOR,76,1523,18.0,.590,.357,.318,10.9,21.2,15.7,2.7,1.5,4.1,6.4,18.0,,3.0,2.0,5.0,.156,,0.7,-0.8,-0.1,0.7,bouchch01
52,James Bouknight,SG,22,CHO,34,515,6.2,.463,.565,.155,1.6,13.5,7.5,11.1,1.3,0.8,13.4,19.5,,-0.8,0.4,-0.4,-0.040,,-5.4,-1.1,-6.5,-0.6,bouknja01
53,Jamaree Bouyea,PG,23,TOT,5,71,6.5,.504,.429,.143,1.6,8.4,4.9,7.8,2.8,2.9,21.2,11.8,,-0.1,0.1,0.0,.013,,-5.8,1.6,-4.2,0.0,bouyeja01
53,Jamaree Bouyea,PG,23,MIA,4,65,7.8,.540,.385,.154,1.7,7.5,4.5,8.6,3.1,3.1,22.4,12.2,,-0.1,0.1,0.0,.029,,-4.9,1.9,-2.9,0.0,bouyeja01
53,Jamaree Bouyea,PG,23,WAS,1,6,-6.9,.000,1.000,.000,0.0,17.9,9.3,0.0,0.0,0.0,0.0,7.2,,0.0,0.0,0.0,-0.150,,-16.1,-1.7,-17.8,0.0,bouyeja01
54,Tony Bradley,C,25,CHI,12,33,21.7,.690,.417,.333,3.5,33.8,18.9,4.4,1.5,2.9,6.8,19.8,,0.1,0.1,0.2,.220,,4.4,0.5,4.9,0.1,bradlto01
55,Malaki Branham,SG,19,SAS,66,1550,9.5,.524,.417,.115,1.9,11.2,6.4,11.4,1.0,0.4,10.6,19.1,,-0.4,0.2,-0.1,-0.004,,-3.0,-2.1,-5.2,-1.3,branhma01
56,Jarrell Brantley,PF,26,UTA,4,39,18.5,.739,.643,.143,2.8,13.7,8.3,11.4,0.0,4.3,11.8,18.1,,0.1,0.0,0.1,.160,,3.1,0.4,3.5,0.1,brantja01
57,Christian Braun,SG,21,DEN,76,1181,10.3,.568,.332,.221,4.8,12.6,8.8,6.4,1.7,1.3,9.9,13.0,,0.7,1.2,1.9,.079,,-2.5,0.1,-2.4,-0.1,braunch01
58,Mikal Bridges,SF-SG,26,TOT,83,2963,16.8,.587,.349,.279,2.9,10.8,6.8,13.7,1.5,1.8,8.2,22.6,,4.4,3.1,7.5,.121,,1.5,0.2,1.7,2.8,bridgmi01
58,Mikal Bridges,SF,26,PHO,56,2040,14.8,.574,.342,.228,3.0,10.4,6.6,14.1,1.6,2.0,8.5,19.2,,2.7,2.2,4.9,.116,,0.4,0.6,1.0,1.6,bridgmi01
58,Mikal Bridges,SG,26,BRK,27,923,21.3,.607,.360,.356,2.9,11.7,7.4,12.9,1.4,1.5,7.8,30.3,,1.7,0.8,2.5,.133,,4.0,-0.8,3.3,1.2,bridgmi01
59,Oshae Brissett,PF,24,IND,65,1083,10.6,.520,.486,.455,6.4,16.0,11.2,5.4,1.4,1.0,8.2,16.1,,0.4,0.7,1.1,.050,,-2.0,-1.2,-3.2,-0.3,brissos01
60,Malcolm Brogdon,PG,30,BOS,67,1744,18.2,.615,.406,.251,2.7,14.7,8.8,21.5,1.3,0.9,10.8,22.8,,3.6,2.2,5.8,.161,,2.3,0.6,2.8,2.1,brogdma01
61,Dillon Brooks,SF,27,MEM,73,2214,9.4,.494,.443,.155,2.2,9.5,5.8,11.7,1.4,0.7,8.9,21.8,,-0.8,2.4,1.6,.034,,-3.4,-0.5,-3.9,-1.1,brookdi01
62,Bruce Brown,SF,26,DEN,80,2280,13.3,.571,.343,.206,3.3,13.0,8.3,15.7,1.9,2.0,13.2,17.8,,1.7,2.6,4.3,.090,,-1.1,0.6,-0.5,0.9,brownbr01
63,Greg Brown III,PF,21,POR,16,93,5.8,.421,.250,.429,2.5,21.2,11.7,4.5,2.1,4.8,15.3,18.4,,-0.3,0.1,-0.1,-0.074,,-8.5,0.0,-8.5,-0.2,browngr01
64,Jaylen Brown,SF,26,BOS,67,2405,19.1,.581,.352,.249,3.6,17.0,10.4,16.5,1.5,0.9,11.4,31.4,,1.6,3.4,5.0,.100,,1.5,-0.2,1.3,2.0,brownja02
65,Kendall Brown,SG,19,IND,6,40,9.1,.571,.143,.286,5.6,11.1,8.3,9.7,4.7,0.0,20.2,10.4,,0.0,0.1,0.1,.071,,-7.0,4.0,-2.9,0.0,brownke03
66,Moses Brown,C,23,TOT,36,294,22.2,.607,.000,.750,22.0,30.9,26.5,2.1,0.7,4.2,10.5,21.2,,0.7,0.4,1.1,.179,,0.6,-1.2,-0.6,0.1,brownmo01
66,Moses Brown,C,23,LAC,34,288,22.7,.607,.000,.750,22.4,31.5,27.0,2.2,0.5,4.3,9.9,21.5,,0.7,0.4,1.1,.185,,0.9,-1.3,-0.4,0.1,brownmo01
66,Moses Brown,C,23,BRK,2,6,-2.6,,,,0.0,0.0,0.0,0.0,8.1,0.0,100.0,7.4,,0.0,0.0,0.0,-0.129,,-12.7,2.8,-9.9,0.0,brownmo01
67,Sterling Brown,SF,27,LAL,4,24,7.0,.000,.500,.000,13.9,21.6,17.8,9.4,5.9,0.0,0.0,7.0,,0.0,0.1,0.0,.040,,-7.7,4.3,-3.3,0.0,brownst02
68,Troy Brown Jr.,SF,23,LAL,76,1860,9.6,.561,.604,.084,3.7,13.7,8.9,6.6,1.5,0.7,9.2,12.1,,1.0,2.0,2.9,.075,,-1.8,0.8,-1.0,0.5,browntr01
69,Jalen Brunson,PG,26,NYK,68,2379,21.2,.597,.269,.328,1.8,9.3,5.6,28.7,1.3,0.6,9.4,27.2,,6.9,1.8,8.7,.175,,4.4,-0.5,3.9,3.5,brunsja01
70,Thomas Bryant,C,25,TOT,59,1081,19.7,.682,.160,.341,8.9,24.6,17.0,4.3,0.7,2.4,8.2,18.2,,2.7,1.4,4.1,.183,,1.1,-0.5,0.6,0.7,bryanth01
70,Thomas Bryant,C,25,LAL,41,876,21.5,.712,.166,.359,8.5,25.1,17.1,5.0,0.8,2.2,7.4,18.2,,2.7,1.2,3.8,.211,,2.4,-0.1,2.3,0.9,bryanth01
70,Thomas Bryant,C,25,DEN,18,205,11.8,.547,.132,.265,11.0,22.4,16.8,1.3,0.5,3.0,11.6,18.2,,0.0,0.2,0.3,.066,,-4.4,-2.2,-6.6,-0.2,bryanth01
71,Reggie Bullock,SF,31,DAL,78,2364,7.7,.577,.845,.079,1.6,12.5,7.0,6.2,1.1,0.5,6.9,10.0,,1.3,1.4,2.8,.056,,-2.3,-0.3,-2.6,-0.4,bullore01
72,Alec Burks,SG,31,DET,51,1122,16.5,.602,.521,.410,1.8,14.2,7.8,15.9,1.6,0.6,9.7,22.8,,1.9,0.6,2.5,.109,,1.8,-0.5,1.2,0.9,burksal01
73,Deonte Burton,PF,29,SAC,2,6,-12.6,.000,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,,0.0,0.0,0.0,-0.347,,-13.9,-10.4,-24.2,0.0,burtode02
74,Jared Butler,PG,22,OKC,6,77,13.0,.578,.438,.000,1.4,4.3,2.8,15.0,3.1,0.0,13.5,20.1,,0.0,0.1,0.1,.061,,-2.2,-0.4,-2.6,0.0,butleja02
75,Jimmy Butler,PF,33,MIA,64,2138,27.6,.647,.116,.625,7.5,13.3,10.3,27.1,2.7,1.0,8.2,25.6,,9.4,2.9,12.3,.277,,6.7,2.0,8.7,5.8,butleji01
76,John Butler,C,20,POR,19,221,5.7,.411,.660,.075,1.5,7.3,4.4,6.5,1.5,3.6,1.8,11.0,,-0.1,0.1,0.0,.001,,-5.4,-0.8,-6.2,-0.2,butlejo01
77,Jamal Cain,PF,23,MIA,18,240,16.5,.647,.303,.333,7.1,18.7,12.7,7.6,2.3,0.4,7.3,15.1,,0.5,0.3,0.8,.169,,-0.5,1.3,0.8,0.2,cainja01
78,Kentavious Caldwell-Pope,SG,29,DEN,76,2381,11.5,.598,.505,.198,1.7,8.1,5.0,9.8,2.3,1.3,11.1,14.1,,2.0,2.5,4.5,.091,,-1.6,0.6,-1.0,0.6,caldwke01
79,Facundo Campazzo,PG,31,DAL,8,52,7.8,.360,.846,.154,0.0,4.5,2.2,22.6,5.7,0.0,17.8,14.7,,-0.1,0.1,0.0,-0.012,,-4.8,3.6,-1.2,0.0,campafa01
80,Vlatko Čančar,PF,25,DEN,60,889,11.0,.606,.507,.181,3.2,13.1,8.3,11.5,1.2,1.4,13.1,13.8,,0.9,0.8,1.7,.093,,-1.7,-0.1,-1.8,0.0,cancavl01
81,Clint Capela,C,28,ATL,65,1730,22.1,.656,.002,.244,16.1,29.4,22.7,4.7,1.2,3.9,8.3,15.7,,4.9,2.4,7.2,.201,,2.3,-0.1,2.2,1.8,capelca01
82,Vernon Carey Jr.,C,21,WAS,11,28,10.8,.338,.000,.250,12.4,30.6,21.8,13.3,3.5,6.0,18.4,16.9,,-0.1,0.1,0.0,.014,,-7.1,2.1,-5.0,0.0,careyve01
83,Jevon Carter,PG,27,MIL,81,1810,10.9,.560,.596,.067,2.1,9.3,5.8,14.5,1.7,1.3,11.8,15.3,,1.2,2.3,3.5,.092,,-1.9,1.2,-0.6,0.6,carteje01
84,Wendell Carter Jr.,C,23,ORL,57,1690,17.3,.621,.367,.318,8.0,25.3,16.6,12.0,0.9,1.9,13.2,20.5,,2.6,2.0,4.6,.130,,0.9,0.1,1.0,1.3,cartewe01
85,Michael Carter-Williams,PG,31,ORL,4,44,9.0,.498,.214,.500,2.6,10.3,6.4,22.6,1.1,2.2,19.0,20.6,,0.0,0.0,0.0,-0.003,,-5.1,-1.2,-6.3,0.0,cartemi01
86,Alex Caruso,PG,28,CHI,67,1575,11.5,.588,.528,.255,3.1,10.9,7.1,15.4,3.0,2.8,19.5,11.1,,1.0,2.6,3.6,.109,,-2.2,3.3,1.1,1.2,carusal01
87,Julian Champagnie,SF,21,TOT,17,320,13.4,.600,.631,.131,3.3,17.7,10.2,4.5,0.9,1.3,7.4,19.2,,0.3,0.1,0.4,.061,,-0.6,-2.7,-3.3,-0.1,champju02
87,Julian Champagnie,SF,21,PHI,2,7,-3.8,.000,.500,.000,0.0,0.0,0.0,0.0,7.1,0.0,0.0,12.8,,0.0,0.0,0.0,-0.214,,-12.0,-1.5,-13.5,0.0,champju02
87,Julian Champagnie,SF,21,SAS,15,313,13.8,.609,.633,.133,3.4,18.1,10.5,4.6,0.8,1.3,7.5,19.3,,0.3,0.1,0.4,.067,,-0.3,-2.7,-3.0,-0.1,champju02
88,Justin Champagnie,SF,21,TOT,5,34,10.3,.367,.333,.000,9.6,17.1,13.1,16.3,1.4,0.0,0.0,19.2,,0.0,0.0,0.0,.009,,-5.1,-2.8,-7.9,-0.1,champju01
88,Justin Champagnie,SF,21,TOR,3,11,28.9,1.000,.000,.000,9.6,33.3,20.6,15.3,0.0,0.0,0.0,11.6,,0.1,0.0,0.1,.332,,6.1,1.9,8.1,0.0,champju01
88,Justin Champagnie,SF,21,BOS,2,23,1.5,.208,.417,.000,9.6,9.3,9.5,16.7,2.1,0.0,0.0,22.8,,-0.1,0.0,-0.1,-0.145,,-10.5,-5.1,-15.5,-0.1,champju01
89,Kennedy Chandler,PG,20,MEM,36,281,10.6,.440,.181,.157,3.4,10.9,7.2,26.4,2.0,1.6,16.9,15.8,,-0.1,0.4,0.3,.044,,-3.3,0.6,-2.7,0.0,chandke01
90,Max Christie,SG,19,LAL,41,512,7.4,.566,.585,.151,1.5,13.8,7.8,5.1,0.8,1.2,10.3,10.4,,0.1,0.5,0.6,.058,,-3.2,0.0,-3.1,-0.1,chrisma02
91,Josh Christopher,SG,21,HOU,64,786,11.5,.523,.271,.182,2.8,7.2,5.0,14.3,2.0,1.9,14.4,21.9,,-0.3,0.3,0.0,-0.001,,-3.0,-1.4,-4.3,-0.5,chrisjo01
92,Brandon Clarke,PF,26,MEM,56,1090,20.0,.682,.017,.393,9.0,21.2,15.1,9.5,1.5,3.1,11.8,17.7,,2.7,1.8,4.5,.199,,0.8,1.8,2.5,1.3,clarkbr01
93,Jordan Clarkson,SG,30,UTA,61,1988,14.7,.558,.445,.238,4.0,9.3,6.7,20.9,0.8,0.6,14.0,27.8,,0.9,0.8,1.7,.042,,1.0,-2.4,-1.4,0.3,clarkjo01
94,Nic Claxton,C,23,BRK,76,2271,20.8,.691,.003,.419,9.3,25.1,17.4,9.3,1.4,7.1,12.1,15.4,,5.2,4.0,9.2,.195,,0.9,2.2,3.1,2.9,claxtni01
